onset	duration	sample	trial_type	response_time	stim_file	value
19.4340000000	n/a	19434	n/a	n/a	n/a	11
321.9140000000	n/a	321914	n/a	n/a	n/a	12
533.3540000000	n/a	533354	n/a	n/a	n/a	12
740.4740000000	n/a	740474	n/a	n/a	n/a	12
948.2140000000	n/a	948214	n/a	n/a	n/a	12
1155.1940000000	n/a	1155194	n/a	n/a	n/a	12
1365.5940000000	n/a	1365594	n/a	n/a	n/a	12
1572.4440000000	n/a	1572444	n/a	n/a	n/a	12
1779.2740000000	n/a	1779274	n/a	n/a	n/a	12
1986.8440000000	n/a	1986844	n/a	n/a	n/a	12
2193.5440000000	n/a	2193544	n/a	n/a	n/a	12
2400.8640000000	n/a	2400864	n/a	n/a	n/a	12
2607.2140000000	n/a	2607214	n/a	n/a	n/a	12
2815.9240000000	n/a	2815924	n/a	n/a	n/a	12
3022.3940000000	n/a	3022394	n/a	n/a	n/a	12
3228.7640000000	n/a	3228764	n/a	n/a	n/a	12
3433.1140000000	n/a	3433114	n/a	n/a	n/a	13
